ride_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,max_speed_kmph,battery_start_percent,battery_end_percent,sudden_stop_count,terrain_elevation_gain_m,temperature_c,rider_age_group,gps_signal_quality,incident_type
5150,E-Bike,7.88,38.39,11.29,20.39,95.8,74.8,4,16.2,25.3,26-35,0.903,Hard_Braking
5151,E-Bike,3.61,10.48,15.59,18.75,74.7,67.5,1,26.4,13.2,46-60,0.629,Normal
5152,E-Scooter,1.97,2.0,20.12,22.22,52.5,41.6,0,2.7,30.7,26-35,0.941,Normal
5153,E-Scooter,6.37,22.57,18.97,23.82,34.9,25.3,3,0.5,23.1,26-35,0.9,Mechanical_Fault
5154,E-Bike,1.8,15.03,10.12,15.14,62.4,57.0,0,68.7,23.1,46-60,0.879,Normal
5155,E-Scooter,6.36,18.37,17.55,24.13,48.4,34.9,2,9.0,32.8,18-25,0.79,Mechanical_Fault
5156,E-Scooter,5.31,23.3,12.98,18.21,85.3,72.9,1,15.7,17.3,60+,0.565,Mechanical_Fault
5157,E-Bike,0.7,3.05,14.29,18.49,73.8,68.5,2,8.4,27.5,26-35,0.889,Normal
5158,E-Bike,4.92,23.7,12.95,15.4,54.1,40.1,0,2.6,10.1,36-45,0.701,Normal
5159,E-Scooter,2.19,4.44,21.83,31.42,36.9,29.1,2,9.9,21.2,18-25,0.691,Hard_Braking
5160,E-Scooter,0.3,2.0,13.02,16.3,69.3,69.1,3,0.2,31.2,18-25,0.788,Hard_Braking
5161,E-Bike,1.43,5.64,12.54,13.72,62.4,59.1,1,37.7,16.4,26-35,0.569,Normal
5162,E-Scooter,0.5,2.0,17.57,25.29,73.3,76.6,1,48.9,22.8,36-45,0.889,Normal
5163,E-Scooter,0.31,2.0,17.85,30.16,41.7,40.7,1,6.4,27.2,26-35,0.862,Hard_Braking
5164,E-Scooter,7.86,45.63,9.88,18.4,99.3,69.3,1,6.3,33.2,26-35,0.92,Normal
5165,E-Scooter,2.42,8.11,14.75,20.6,66.8,59.0,1,16.4,31.3,18-25,0.892,Normal
5166,E-Bike,8.47,49.22,9.97,20.72,87.1,59.4,2,17.5,22.3,26-35,0.884,Hard_Braking
5167,E-Scooter,2.06,9.78,14.84,25.11,22.6,12.2,1,7.0,6.5,36-45,0.86,Battery_Critical
5168,E-Scooter,3.49,17.74,10.87,21.62,78.8,72.9,3,24.6,23.8,18-25,0.774,Hard_Braking
5169,E-Scooter,2.86,13.02,14.9,18.95,30.3,18.4,2,12.7,11.7,26-35,0.886,Normal
5170,E-Scooter,3.68,15.21,19.9,24.16,94.9,82.2,2,52.7,32.0,36-45,0.862,Normal
5171,E-Bike,4.45,22.86,10.56,13.72,43.7,25.5,2,12.3,25.8,18-25,0.66,Hard_Braking
5172,E-Scooter,0.96,2.0,15.64,22.03,80.3,78.0,1,31.1,34.0,18-25,0.941,Normal
5173,E-Scooter,4.07,12.44,21.05,22.89,20.6,9.9,3,0.9,23.0,18-25,0.36,Battery_Critical
5174,E-Bike,1.6,2.0,14.23,19.08,84.6,78.5,0,16.6,31.2,18-25,0.879,Normal
5175,E-Bike,6.22,29.25,14.78,21.04,72.6,51.1,1,4.1,27.9,18-25,0.856,Normal
5176,E-Bike,3.73,10.19,16.58,24.95,44.3,31.0,4,12.3,19.9,18-25,0.829,Battery_Critical
5177,E-Bike,3.02,24.33,7.54,11.13,78.8,71.6,2,13.2,28.6,18-25,0.81,Hard_Braking
5178,E-Scooter,1.56,7.52,13.3,15.26,70.7,64.0,0,47.6,20.4,26-35,0.657,Normal
5179,E-Bike,1.91,8.71,18.99,21.89,24.4,21.8,2,8.3,3.7,46-60,0.758,Hard_Braking
5180,E-Bike,3.05,16.46,10.92,13.89,88.4,77.9,1,13.5,31.0,18-25,0.916,Normal
5181,E-Scooter,3.14,14.82,15.47,20.73,90.1,73.7,1,1.4,39.7,36-45,0.752,Hard_Braking
5182,E-Scooter,0.64,2.7,18.81,34.86,38.1,43.6,2,10.6,7.1,18-25,0.419,Improper_Parking
5183,E-Scooter,6.22,22.45,16.45,16.85,41.5,18.5,0,4.0,25.7,36-45,0.958,Normal
5184,E-Scooter,1.73,7.17,18.75,27.53,42.9,32.3,1,75.2,42.0,,0.628,Hard_Braking
5185,E-Scooter,3.63,10.11,21.66,25.98,75.5,65.4,2,8.3,7.4,26-35,0.947,Normal
5186,E-Scooter,0.3,5.2,13.52,19.23,35.3,34.8,3,22.7,11.6,36-45,0.526,Normal
5187,E-Bike,1.89,11.38,11.15,17.54,89.1,85.8,2,35.6,36.1,46-60,0.568,Hard_Braking
5188,E-Bike,2.37,5.68,18.57,22.97,33.4,27.6,0,38.6,25.4,26-35,0.649,Hard_Braking
5189,E-Bike,5.93,15.38,15.72,20.53,61.2,38.2,2,2.9,19.3,46-60,0.529,Normal
5190,E-Bike,2.15,8.84,16.8,18.23,38.6,28.5,0,124.7,23.8,26-35,0.88,Mechanical_Fault
5191,E-Scooter,0.85,4.19,16.77,18.88,23.5,20.0,2,13.0,10.1,26-35,0.887,Hard_Braking
5192,E-Bike,3.19,10.16,16.08,20.72,71.4,65.3,1,40.4,27.5,18-25,0.824,Hard_Braking
5193,E-Scooter,3.21,13.65,15.96,23.8,76.3,66.4,3,4.6,20.2,18-25,0.779,Hard_Braking
5194,E-Bike,4.32,11.82,16.95,20.69,66.9,54.6,0,15.1,9.4,18-25,0.863,Battery_Critical
5195,E-Scooter,1.99,10.98,16.39,19.12,36.7,30.4,1,14.0,30.0,36-45,0.742,Normal
5196,E-Scooter,4.62,18.97,11.68,15.3,28.3,24.4,2,14.7,27.7,18-25,0.879,Hard_Braking
5197,E-Bike,6.55,26.05,19.05,23.42,90.6,74.1,1,3.5,22.4,,0.44,Mechanical_Fault
5198,E-Scooter,4.69,19.97,15.08,22.11,31.1,21.4,3,0.5,34.4,18-25,0.588,Hard_Braking
5199,E-Scooter,2.28,11.11,14.6,23.97,29.8,21.4,3,28.1,35.4,46-60,0.55,Hard_Braking
5200,E-Bike,2.03,10.48,11.27,17.34,65.3,54.3,1,58.0,19.2,26-35,0.474,Normal
5201,E-Bike,6.51,35.18,11.41,15.57,42.3,28.3,1,19.3,38.8,46-60,0.726,Normal
5202,E-Bike,1.48,4.84,15.89,19.63,56.1,46.0,3,1.8,21.5,36-45,0.653,Normal
5203,E-Bike,3.75,21.72,9.89,14.71,57.1,42.7,5,28.6,0.3,18-25,0.907,Hard_Braking
5204,E-Scooter,3.82,20.31,13.85,20.28,88.7,78.1,2,1.3,21.5,26-35,0.756,Battery_Critical
5205,E-Scooter,2.89,13.1,15.07,19.09,22.7,12.4,1,22.2,20.6,18-25,0.924,Battery_Critical
5206,E-Bike,1.59,10.86,7.44,8.6,20.9,2.1,0,25.2,9.4,26-35,0.868,Battery_Critical
5207,E-Scooter,8.98,34.65,14.87,22.55,59.2,27.4,1,43.3,24.6,36-45,0.93,Normal
5208,E-Scooter,1.16,6.77,15.94,22.94,76.3,81.8,1,25.8,26.9,36-45,0.929,Normal
5209,E-Scooter,4.38,10.57,19.42,24.42,53.6,44.6,2,5.8,17.3,26-35,0.852,Hard_Braking
5210,E-Bike,4.87,21.95,15.74,20.61,59.2,44.9,0,17.6,27.4,36-45,0.823,Normal
5211,E-Scooter,0.96,3.92,14.74,18.47,61.7,60.7,0,17.1,20.7,18-25,0.832,Normal
5212,E-Bike,1.52,13.55,9.29,17.31,27.8,27.0,0,13.4,31.8,18-25,0.557,Normal
5213,E-Bike,2.51,11.78,11.12,15.6,53.7,48.4,0,28.1,20.9,26-35,0.848,Normal
5214,E-Scooter,0.79,2.87,16.86,30.73,47.2,38.0,2,14.3,24.0,26-35,0.583,Hard_Braking
5215,E-Bike,0.54,7.45,9.0,19.29,82.4,75.8,3,9.2,12.8,60+,0.633,Normal
5216,E-Scooter,1.83,4.43,22.69,32.43,47.7,44.1,0,5.5,13.6,26-35,0.82,Normal
5217,E-Bike,4.81,29.28,10.14,15.38,98.9,82.2,0,42.6,18.5,18-25,0.814,Battery_Critical
5218,E-Bike,4.23,23.05,10.39,12.72,46.7,28.6,2,17.0,26.6,36-45,,Normal
5219,E-Scooter,3.58,34.2,6.18,15.82,83.5,63.5,1,2.0,22.4,18-25,0.738,Normal
5220,E-Scooter,2.71,9.48,19.13,23.12,74.0,60.2,2,32.5,29.6,36-45,,Hard_Braking
5221,E-Scooter,3.43,15.96,21.09,21.8,98.5,92.2,1,24.9,24.7,18-25,0.768,Mechanical_Fault
5222,E-Scooter,0.3,4.13,21.82,30.3,35.9,32.7,0,107.1,27.6,26-35,0.764,Normal
5223,E-Scooter,1.11,2.0,18.83,24.31,62.9,62.2,1,20.7,20.2,46-60,0.519,Normal
5224,E-Bike,2.65,10.05,10.95,15.67,51.8,47.2,1,3.2,21.3,26-35,0.775,Normal
5225,E-Scooter,3.2,10.47,17.17,23.79,87.6,79.6,2,16.6,37.5,18-25,0.745,Hard_Braking
5226,E-Bike,3.84,18.5,13.07,22.81,30.9,15.8,1,81.1,31.7,26-35,0.611,Normal
5227,E-Scooter,0.83,6.79,17.42,23.74,65.9,61.8,0,44.5,19.4,26-35,0.667,Normal
5228,E-Bike,2.55,8.91,14.35,20.68,28.6,13.3,3,32.0,28.0,18-25,0.488,Battery_Critical
5229,E-Scooter,2.06,11.51,16.32,23.94,88.4,83.7,3,19.8,35.3,26-35,0.555,Hard_Braking
5230,E-Scooter,2.35,4.23,17.35,24.28,68.0,58.3,0,1.8,15.5,36-45,0.879,Normal
5231,E-Scooter,6.23,19.41,17.0,25.17,51.1,34.2,5,11.1,24.3,26-35,0.606,Hard_Braking
5232,E-Scooter,2.68,14.72,17.04,18.88,73.0,69.4,3,75.5,19.8,36-45,0.732,Mechanical_Fault
5233,E-Scooter,2.3,5.54,20.21,23.95,83.3,69.0,0,10.0,29.9,18-25,0.539,Normal
5234,E-Bike,5.11,21.95,14.28,20.35,63.3,53.2,0,4.0,29.8,36-45,0.767,Normal
5235,E-Scooter,4.63,13.95,16.99,20.42,51.2,40.0,0,24.7,25.0,26-35,0.919,Normal
5236,E-Bike,6.67,34.91,11.25,17.11,85.5,72.4,2,8.4,18.5,26-35,0.995,Normal
5237,E-Bike,1.18,5.59,15.52,26.1,51.4,46.7,1,21.9,27.5,46-60,0.821,Battery_Critical
5238,E-Scooter,7.65,28.7,17.84,26.71,61.9,37.2,2,10.0,35.7,18-25,0.767,Hard_Braking
5239,E-Bike,3.02,14.2,10.92,17.87,25.8,18.6,1,35.2,24.7,26-35,0.934,Normal
5240,E-Bike,1.96,16.35,8.87,10.67,90.9,85.0,2,14.5,34.7,36-45,0.548,Normal
5241,E-Scooter,0.62,2.0,13.23,14.76,55.0,57.1,3,22.8,17.7,46-60,0.922,Hard_Braking
5242,E-Scooter,12.3,36.97,22.09,26.99,21.8,0.0,0,6.1,37.0,18-25,0.879,Battery_Critical
5243,E-Bike,1.06,2.0,19.52,20.65,77.8,70.5,0,10.8,17.9,26-35,0.703,Normal
5244,E-Bike,0.6,4.53,13.56,21.25,49.5,45.9,3,76.0,19.2,18-25,0.868,Mechanical_Fault
5245,E-Scooter,0.95,5.09,15.14,15.86,94.0,83.6,2,26.6,19.1,26-35,0.749,Normal
5246,E-Bike,3.5,34.19,6.21,9.97,22.6,10.8,3,29.2,27.2,18-25,0.678,Battery_Critical
5247,E-Scooter,1.77,6.76,13.4,19.81,91.3,86.1,3,65.8,10.7,18-25,0.843,Hard_Braking
5248,E-Bike,4.34,21.27,12.73,15.83,56.7,42.1,0,12.6,26.6,46-60,0.689,Normal
5249,E-Scooter,3.62,6.22,20.47,27.18,87.2,75.8,1,25.8,21.2,26-35,0.949,Normal
5250,E-Bike,6.13,27.46,14.58,14.73,54.3,32.3,0,44.6,33.9,18-25,0.641,Normal
5251,E-Scooter,1.47,4.97,12.81,21.54,34.2,26.3,1,17.4,36.3,26-35,0.691,Normal
5252,E-Scooter,1.6,10.52,11.79,20.38,50.9,47.8,1,26.4,29.1,36-45,0.808,Normal
5253,E-Scooter,3.09,14.22,15.21,25.75,78.8,71.8,1,25.6,10.0,18-25,0.463,Normal
5254,E-Bike,5.35,16.78,14.89,15.22,38.5,20.1,4,58.3,19.6,36-45,0.74,Mechanical_Fault
5255,E-Bike,1.31,8.63,13.62,23.75,80.1,72.6,3,35.0,23.8,,0.74,Hard_Braking
5256,E-Bike,4.99,36.04,7.85,11.58,51.9,39.5,0,13.5,26.6,26-35,0.894,Normal
5257,E-Scooter,3.9,12.83,16.96,20.52,63.7,53.6,1,3.8,34.9,26-35,0.808,Normal
5258,E-Scooter,3.63,5.92,21.1,26.42,24.5,17.3,1,11.1,31.1,26-35,0.651,Normal
5259,E-Scooter,5.91,17.6,16.16,22.77,85.0,67.9,5,4.9,24.3,36-45,0.522,Hard_Braking
5260,E-Bike,2.32,10.82,11.8,14.89,43.3,37.5,1,16.1,19.1,60+,0.673,Mechanical_Fault
5261,E-Bike,5.88,26.07,14.9,20.37,54.8,35.2,2,0.2,34.8,26-35,0.797,Hard_Braking
5262,E-Scooter,3.71,20.25,18.4,24.29,87.2,76.6,2,43.5,16.8,26-35,0.597,Battery_Critical
5263,E-Scooter,2.61,8.31,13.14,23.13,80.6,80.8,0,16.1,42.0,26-35,0.691,Normal
5264,E-Bike,6.15,30.03,11.56,14.31,21.8,2.1,3,4.1,21.6,26-35,0.928,Battery_Critical
5265,E-Scooter,2.19,6.17,17.96,19.5,55.2,43.1,1,4.1,14.6,46-60,0.675,Hard_Braking
5266,E-Scooter,4.66,14.65,22.54,30.83,65.6,49.6,2,23.6,29.3,36-45,0.751,Normal
5267,E-Scooter,1.92,5.11,25.32,29.7,80.5,75.8,1,11.7,27.0,26-35,0.864,Hard_Braking
5268,E-Bike,2.37,8.06,12.01,12.09,42.7,42.3,0,36.8,19.9,26-35,0.688,Normal
5269,E-Bike,0.3,2.0,13.31,13.97,49.8,46.7,2,65.8,33.6,26-35,0.926,Mechanical_Fault
5270,E-Scooter,4.24,16.64,16.69,22.04,86.8,72.9,1,33.4,41.8,18-25,0.696,Hard_Braking
5271,E-Bike,5.4,36.75,8.57,12.35,87.3,70.9,1,6.0,30.7,18-25,0.825,Normal
5272,E-Scooter,2.23,9.44,15.38,22.85,78.5,68.2,0,13.7,18.2,26-35,0.971,Normal
5273,E-Scooter,4.03,7.37,27.59,30.03,50.7,39.5,3,11.2,23.5,18-25,0.94,Hard_Braking
5274,E-Bike,4.35,17.38,14.38,19.8,80.1,63.5,1,16.8,24.7,26-35,0.919,Normal
5275,E-Scooter,3.86,8.13,18.12,26.67,45.2,35.4,2,19.5,17.8,26-35,0.803,Improper_Parking
5276,E-Bike,1.94,15.41,7.27,17.95,93.0,82.6,1,12.2,30.6,18-25,0.936,Normal
5277,E-Scooter,8.61,36.65,13.59,23.36,68.2,42.9,0,26.0,17.5,26-35,0.785,Mechanical_Fault
5278,E-Scooter,1.29,2.0,22.14,30.04,87.4,83.4,1,32.5,20.2,26-35,0.681,Normal
5279,E-Scooter,2.89,24.78,9.52,13.73,41.7,39.1,0,7.9,36.9,26-35,0.669,Normal
5280,E-Scooter,2.94,4.74,22.54,31.21,58.1,53.1,1,2.8,25.2,18-25,0.966,Hard_Braking
5281,E-Bike,2.7,11.95,10.49,19.1,92.1,90.7,2,38.0,25.1,60+,0.679,Hard_Braking
5282,E-Bike,2.09,8.47,21.87,28.33,33.4,15.9,0,9.3,20.9,18-25,0.813,Normal
5283,E-Bike,4.71,24.0,11.79,18.24,38.0,26.0,0,63.5,23.3,36-45,0.748,Normal
5284,E-Bike,5.66,17.45,16.2,18.29,38.9,25.3,1,3.1,24.3,36-45,0.625,Mechanical_Fault
5285,E-Scooter,8.4,24.39,18.4,28.54,79.1,50.2,2,34.6,29.7,26-35,0.627,Hard_Braking
5286,E-Scooter,1.19,3.32,17.0,17.78,61.3,58.6,1,43.5,14.8,18-25,0.855,Hard_Braking
5287,E-Bike,8.25,63.27,7.47,8.22,90.7,67.3,3,5.5,29.8,18-25,0.941,Hard_Braking
5288,E-Bike,3.63,19.98,12.5,18.04,37.0,24.7,0,6.8,25.3,26-35,0.659,Normal
5289,E-Scooter,1.33,11.27,14.56,21.9,56.3,43.1,2,7.5,16.9,,0.894,Normal
5290,E-Scooter,3.61,16.94,13.54,19.03,23.4,21.1,2,3.1,28.4,18-25,0.741,Hard_Braking
5291,E-Bike,3.83,7.7,22.1,29.18,32.2,17.1,2,24.7,38.4,26-35,0.709,Hard_Braking
5292,E-Scooter,2.34,11.49,16.7,25.18,88.7,78.9,0,21.7,15.2,18-25,0.535,Normal
5293,E-Bike,4.55,17.44,11.82,16.62,47.7,31.6,1,14.6,30.4,46-60,0.833,Normal
5294,E-Bike,10.9,44.52,13.84,25.13,51.2,22.4,1,58.7,37.4,60+,0.778,Mechanical_Fault
5295,E-Scooter,1.37,8.23,10.87,17.09,64.3,59.5,0,5.5,27.2,26-35,0.835,Normal
5296,E-Scooter,5.72,22.92,13.21,15.98,68.6,48.2,0,14.9,28.5,36-45,0.769,Normal
5297,E-Bike,0.41,2.0,16.89,22.23,37.4,34.4,0,21.7,25.0,18-25,0.898,Normal
5298,E-Scooter,1.01,5.14,13.02,18.62,57.0,56.4,0,2.0,19.9,18-25,0.84,Normal
5299,E-Bike,10.31,57.9,11.16,20.61,88.1,61.3,0,43.0,27.3,26-35,0.769,Normal
5300,E-Bike,4.94,22.59,15.9,19.49,67.0,46.1,1,18.3,27.9,26-35,0.682,Normal
5301,E-Bike,1.89,12.48,11.28,14.12,93.5,87.4,2,11.0,21.8,26-35,0.797,Normal
5302,E-Scooter,1.46,2.0,15.18,20.22,76.9,69.6,1,0.4,29.9,26-35,0.565,Hard_Braking
5303,E-Scooter,2.9,7.68,22.1,26.41,86.7,72.6,2,23.7,23.5,18-25,0.796,Hard_Braking
5304,E-Bike,4.05,23.77,12.4,22.81,66.2,50.3,1,57.5,34.6,18-25,0.931,Normal
5305,E-Scooter,5.69,21.91,15.86,22.75,91.2,76.8,0,15.3,29.5,26-35,0.89,Normal
5306,E-Scooter,2.48,11.89,14.17,19.53,23.0,9.2,6,43.7,16.8,26-35,0.812,Battery_Critical
5307,E-Bike,3.57,17.07,15.01,21.79,37.4,31.2,2,16.3,32.2,36-45,0.859,Normal
5308,E-Bike,6.15,36.56,10.13,15.1,50.4,35.4,2,19.5,6.6,18-25,0.969,Normal
5309,E-Bike,4.32,12.43,16.92,17.96,85.1,78.5,1,57.3,25.3,18-25,0.544,Mechanical_Fault
5310,E-Bike,3.3,22.55,7.73,13.64,91.2,77.4,2,84.2,21.6,26-35,0.635,Hard_Braking
5311,E-Bike,2.59,12.34,12.41,19.23,56.0,54.2,2,0.9,28.2,36-45,0.896,Normal
5312,E-Scooter,3.7,16.7,15.11,24.56,89.5,75.9,3,12.9,36.0,18-25,0.767,Hard_Braking
5313,E-Scooter,3.2,12.99,11.72,17.12,44.5,36.4,0,38.9,31.2,60+,0.747,Normal
5314,E-Bike,2.73,15.27,11.31,17.32,39.2,40.4,1,5.1,14.9,18-25,0.652,Normal
5315,E-Scooter,3.38,26.3,7.16,13.12,89.1,77.1,2,26.0,30.1,18-25,0.889,Hard_Braking
5316,E-Scooter,3.22,9.5,16.45,24.23,90.9,86.5,2,8.0,30.3,36-45,0.755,Battery_Critical
5317,E-Bike,5.56,12.48,17.54,21.16,73.7,55.8,2,2.3,30.9,46-60,0.52,Hard_Braking
5318,E-Scooter,2.76,8.46,18.98,22.35,60.5,51.7,3,1.0,29.2,18-25,0.755,Improper_Parking
5319,E-Bike,2.0,9.21,12.63,14.57,39.0,35.2,4,30.7,24.0,26-35,0.561,Hard_Braking
5320,E-Scooter,5.21,23.86,16.97,25.25,27.9,9.5,1,15.6,21.1,26-35,0.851,Battery_Critical
5321,E-Scooter,1.23,2.82,17.8,21.55,97.8,93.1,2,6.1,19.4,60+,0.556,Hard_Braking
5322,E-Scooter,2.07,2.0,25.54,25.98,63.5,59.2,2,5.2,28.4,36-45,0.756,Hard_Braking
5323,E-Scooter,1.03,2.0,15.4,19.25,33.1,28.4,3,14.5,42.0,26-35,0.857,Hard_Braking
5324,E-Bike,3.69,17.57,19.38,24.66,37.1,29.4,2,15.1,23.0,46-60,0.795,Hard_Braking
5325,E-Scooter,0.93,4.97,18.33,26.99,47.6,46.4,1,44.5,39.3,18-25,0.852,Normal
5326,E-Scooter,0.66,3.44,12.42,16.86,28.5,31.1,2,1.4,31.5,18-25,0.778,Normal
5327,E-Bike,4.83,23.97,14.19,16.67,73.5,53.4,2,38.0,19.4,18-25,0.751,Battery_Critical
5328,E-Bike,2.57,10.82,11.92,19.69,83.5,71.9,0,4.7,26.6,18-25,0.803,Normal
5329,E-Scooter,2.49,13.57,13.23,18.17,56.7,42.4,1,3.9,28.6,36-45,0.713,Normal
5330,E-Scooter,4.8,18.34,12.45,22.85,44.8,23.7,4,60.9,22.6,36-45,0.961,Hard_Braking
5331,E-Scooter,1.23,2.0,22.93,26.9,66.3,65.3,4,19.7,2.1,18-25,0.655,Hard_Braking
5332,E-Scooter,5.65,16.97,21.37,25.5,49.6,37.3,2,50.2,22.7,18-25,0.814,Hard_Braking
5333,E-Scooter,0.36,6.26,20.14,26.76,59.9,62.2,0,45.2,29.8,18-25,0.92,Normal
5334,E-Scooter,2.08,6.93,12.64,13.1,37.0,29.3,1,6.2,19.9,18-25,0.899,Normal
5335,E-Bike,9.63,56.69,10.44,15.21,95.8,65.7,1,18.0,32.0,26-35,0.632,Improper_Parking
5336,E-Bike,1.9,7.3,12.08,18.86,77.2,74.1,2,64.7,23.6,18-25,0.868,Mechanical_Fault
5337,E-Scooter,3.99,16.59,19.23,28.11,29.6,18.3,2,10.0,27.3,46-60,0.614,Hard_Braking
5338,E-Scooter,3.65,16.0,12.5,16.85,61.7,54.3,0,47.8,12.6,18-25,0.81,Normal
5339,E-Bike,2.13,4.75,13.72,27.96,40.9,42.2,1,9.2,32.1,18-25,0.789,Hard_Braking
5340,E-Scooter,0.71,2.0,14.66,22.19,74.5,76.4,2,30.6,24.3,18-25,0.974,Normal
5341,E-Scooter,2.59,2.3,14.57,20.35,60.3,54.8,1,46.2,33.3,18-25,0.832,Battery_Critical
5342,E-Scooter,3.16,7.17,20.69,25.29,81.3,67.3,5,21.0,30.6,26-35,0.913,Hard_Braking
5343,E-Scooter,2.14,11.28,14.52,19.77,78.9,64.2,3,0.7,16.5,18-25,0.734,Hard_Braking
5344,E-Scooter,4.7,14.78,17.1,17.84,44.1,36.1,2,6.8,26.0,36-45,0.697,Normal
5345,E-Bike,3.19,14.77,16.07,21.47,33.6,27.1,4,5.9,42.0,60+,0.809,Hard_Braking
5346,E-Scooter,1.33,6.53,17.64,21.18,48.9,44.3,3,9.5,31.6,18-25,,Battery_Critical
5347,E-Scooter,2.27,13.62,17.0,25.26,47.2,41.7,2,13.7,36.8,26-35,0.565,Normal
5348,E-Scooter,3.15,9.38,14.05,19.91,91.3,83.5,0,22.5,29.5,46-60,0.497,Improper_Parking
5349,E-Scooter,3.8,15.41,14.43,18.97,92.1,82.6,3,4.5,10.8,36-45,0.923,Hard_Braking
5350,E-Scooter,1.24,11.54,11.31,12.85,56.6,57.3,2,10.8,29.9,60+,0.739,Hard_Braking
5351,E-Scooter,2.32,9.45,13.73,19.69,72.6,66.3,2,10.3,21.9,36-45,0.669,Hard_Braking
5352,E-Scooter,2.86,8.07,20.34,24.35,31.6,30.7,3,60.4,26.6,60+,0.785,Mechanical_Fault
5353,E-Scooter,3.67,11.21,15.21,15.96,57.1,50.2,1,9.4,33.6,46-60,0.795,Normal
5354,E-Bike,1.84,13.45,13.21,16.59,25.2,21.7,1,5.0,14.7,36-45,0.568,Hard_Braking
5355,E-Scooter,3.76,13.99,16.7,18.44,48.2,39.9,2,46.5,25.4,18-25,0.919,Normal
5356,E-Scooter,2.05,11.67,12.95,17.93,30.5,21.8,1,26.8,22.1,26-35,0.803,Normal
5357,E-Scooter,4.28,15.77,14.71,21.25,89.7,79.5,1,0.3,10.2,,0.784,Normal
5358,E-Bike,1.53,3.13,15.37,19.3,91.5,87.4,1,18.3,23.8,46-60,0.543,Normal
5359,E-Scooter,2.51,8.18,17.78,21.21,98.7,83.1,2,8.9,22.3,26-35,0.586,Mechanical_Fault
5360,E-Scooter,0.86,4.95,13.02,16.48,88.7,88.0,1,39.3,15.7,46-60,0.955,Mechanical_Fault
5361,E-Bike,2.85,16.42,13.35,17.37,84.9,78.3,1,18.8,30.0,36-45,0.849,Normal
5362,E-Bike,4.22,22.04,11.53,18.51,62.1,49.4,4,53.5,33.5,36-45,0.68,Mechanical_Fault
5363,E-Bike,7.35,27.14,16.87,20.12,28.9,11.9,3,10.6,16.5,26-35,0.778,Battery_Critical
5364,E-Scooter,3.0,16.86,17.63,24.45,56.8,47.1,1,18.4,21.8,18-25,0.622,Normal
5365,E-Scooter,8.38,28.19,17.5,27.96,73.4,45.2,1,5.1,20.6,18-25,0.813,Normal
5366,E-Bike,8.78,50.34,10.53,20.07,58.3,35.1,3,11.5,11.8,18-25,0.787,Mechanical_Fault
5367,E-Bike,1.22,4.1,15.41,17.91,96.4,95.8,5,4.0,18.6,18-25,0.866,Hard_Braking
5368,E-Bike,0.85,2.0,12.93,16.72,60.3,57.6,4,64.0,35.8,60+,0.748,Normal
5369,E-Scooter,2.81,11.35,16.28,21.51,27.8,25.6,0,2.7,14.8,60+,0.548,Normal
5370,E-Scooter,4.2,16.24,16.57,21.58,58.3,37.4,1,51.1,27.5,26-35,0.807,Mechanical_Fault
5371,E-Scooter,0.5,2.0,18.41,28.69,40.4,35.1,2,4.3,19.4,36-45,0.718,Hard_Braking
5372,E-Scooter,3.33,20.92,11.81,19.1,84.0,65.2,4,24.2,9.2,26-35,0.857,Mechanical_Fault
5373,E-Scooter,5.17,13.3,18.07,25.32,21.2,4.4,3,16.7,25.1,18-25,0.91,Battery_Critical
5374,E-Scooter,2.2,12.36,17.5,21.63,24.5,14.3,2,22.5,30.6,26-35,0.696,Battery_Critical
5375,E-Bike,4.54,16.95,14.02,17.18,44.6,36.4,0,52.4,23.5,18-25,0.859,Normal
5376,E-Bike,1.69,9.46,11.12,13.07,83.9,72.0,1,9.3,28.7,46-60,0.731,Normal
5377,E-Scooter,1.92,6.78,10.77,18.58,38.3,33.3,3,55.0,24.0,18-25,0.862,Normal
5378,E-Scooter,0.79,2.0,15.18,20.24,68.5,63.9,2,9.4,20.7,36-45,0.92,Normal
5379,E-Scooter,3.82,13.16,18.97,23.75,52.8,42.0,2,8.9,23.8,26-35,0.828,Normal
5380,E-Bike,3.99,23.46,10.46,11.85,41.7,32.7,0,2.4,29.5,46-60,,Normal
5381,E-Bike,4.51,10.93,18.49,23.92,86.7,69.0,2,8.8,24.5,18-25,0.989,Hard_Braking
5382,E-Scooter,4.54,14.02,21.38,23.13,83.2,64.5,4,1.1,33.7,26-35,0.85,Hard_Braking
5383,E-Scooter,1.36,3.66,17.13,18.74,21.6,22.1,4,56.3,27.3,26-35,0.869,Mechanical_Fault
5384,E-Scooter,2.1,10.39,22.65,28.52,50.6,46.2,0,17.8,17.9,18-25,0.821,Normal
5385,E-Bike,2.64,11.43,12.89,13.44,60.0,52.1,1,10.9,27.4,36-45,0.781,Normal
5386,E-Scooter,4.63,19.22,18.37,18.44,54.7,44.0,4,45.9,34.9,26-35,0.883,Hard_Braking
5387,E-Scooter,1.5,2.0,17.75,23.23,89.6,85.0,0,58.4,24.1,36-45,0.752,Normal
5388,E-Scooter,8.01,33.54,17.78,23.65,37.4,16.1,2,16.1,22.8,60+,0.647,Battery_Critical
5389,E-Bike,3.36,15.44,13.96,24.6,28.9,15.4,2,10.9,16.8,18-25,,Mechanical_Fault
