trip_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,terrain_elevation_gain_m,temperature_c,humidity_percent,battery_start_percent,rider_weight_kg,traffic_congestion_index,time_of_day,weather_condition,num_stops,energy_consumed_wh
6473,E-Bike,4.25,37.54,9.35,51.5,29.2,53.7,94.1,74.5,7.31,Night,Cloudy,3,157.8
6474,E-Scooter,3.02,13.58,18.83,13.0,21.3,69.4,57.9,58.7,3.06,Night,Clear,2,100.44
6475,E-Bike,2.45,17.76,16.66,3.2,25.1,42.8,90.7,52.7,6.88,Evening,Clear,0,95.58
6476,E-Scooter,1.09,12.88,21.94,30.2,41.4,71.2,88.9,69.5,8.04,Afternoon,Windy,4,169.42
6477,E-Bike,7.43,32.97,17.61,39.3,21.3,47.0,91.7,62.4,3.69,Morning,Rain,2,182.2
6478,E-Scooter,6.76,27.25,17.02,35.0,27.8,53.2,71.7,60.4,2.17,Evening,Windy,1,181.38
6479,E-Scooter,2.0,12.52,16.3,8.6,17.0,68.2,39.3,48.6,6.8,Morning,Clear,2,102.47
6480,E-Bike,6.56,34.56,15.28,9.8,18.3,34.6,79.1,72.5,8.1,Morning,Windy,2,157.79
6481,E-Bike,0.8,12.43,9.51,33.9,19.4,74.0,72.6,79.0,5.94,Afternoon,Clear,0,88.29
6482,E-Bike,1.44,13.03,15.92,11.0,33.7,63.0,88.7,85.6,7.0,Evening,Clear,3,128.0
6483,E-Scooter,1.5,3.11,17.69,44.4,16.4,55.7,30.6,80.6,1.69,Afternoon,Clear,3,96.73
6484,E-Scooter,4.65,13.78,19.73,2.6,29.2,82.3,33.0,60.7,0.03,Morning,Clear,1,119.38
6485,E-Scooter,3.56,14.91,13.17,67.2,25.3,74.7,97.2,71.7,0.8,Afternoon,Windy,1,159.32
6486,E-Scooter,4.68,24.97,20.54,14.0,13.1,57.4,24.2,70.0,9.67,Evening,Clear,0,172.86
6487,E-Scooter,2.48,13.15,18.96,15.6,21.8,46.7,59.9,44.2,4.78,Afternoon,Clear,4,117.68
6488,E-Scooter,0.91,11.88,18.81,15.6,27.8,57.0,22.4,54.7,6.59,Night,Clear,2,74.84
6489,E-Bike,2.93,18.37,16.01,6.2,34.1,51.2,71.2,54.2,4.85,Morning,Clear,4,130.9
6490,E-Bike,6.81,30.52,11.73,26.4,29.4,58.5,53.4,75.2,0.65,Afternoon,Cloudy,0,157.35
6491,E-Bike,2.11,13.43,16.13,6.5,24.2,45.5,71.3,71.6,3.55,Evening,Cloudy,2,75.32
6492,E-Scooter,12.58,47.71,20.29,1.0,24.9,42.4,28.7,72.5,9.11,Evening,Rain,2,283.09
6493,E-Scooter,1.71,17.02,21.89,,4.5,52.6,82.0,68.4,8.09,Afternoon,Rain,2,122.55
6494,E-Bike,2.8,13.86,16.57,11.9,15.5,40.1,75.7,75.5,3.93,Afternoon,Clear,3,118.69
6495,E-Scooter,4.87,27.94,11.07,11.4,18.2,49.6,87.3,83.7,2.81,Morning,Rain,1,150.47
6496,E-Scooter,1.66,13.4,14.54,20.4,31.5,70.9,65.3,67.9,5.2,Morning,Clear,1,103.5
6497,E-Bike,6.48,54.45,8.28,53.7,15.2,48.7,31.2,84.0,8.06,Evening,Clear,4,202.23
6498,E-Scooter,6.53,22.63,19.67,2.8,17.0,65.3,26.3,81.0,1.09,Evening,Rain,0,163.35
6499,E-Scooter,0.69,14.7,18.12,50.2,23.7,48.9,50.2,86.3,9.86,Morning,Clear,2,132.86
6500,E-Scooter,1.72,14.03,7.45,1.8,19.8,48.8,58.6,76.6,1.54,Evening,Clear,1,76.21
6501,E-Bike,1.62,15.67,12.64,15.6,26.2,38.0,59.7,75.7,4.81,Morning,Rain,0,72.87
6502,E-Scooter,1.0,2.0,20.71,100.0,15.8,50.1,20.6,70.6,0.0,Morning,Windy,3,145.21
6503,E-Scooter,2.48,8.82,18.43,2.9,25.2,37.3,64.1,54.4,0.47,Afternoon,Cloudy,1,90.53
6504,E-Scooter,3.08,15.08,24.39,5.6,32.8,61.5,96.1,80.5,1.83,Night,Clear,1,109.47
6505,E-Bike,2.58,22.96,13.7,13.8,10.8,78.7,48.2,95.1,9.35,Evening,Clear,2,111.08
6506,E-Bike,7.82,35.49,18.67,5.0,32.9,40.1,60.0,65.9,9.56,Morning,Cloudy,0,195.69
6507,E-Scooter,1.97,11.53,22.58,36.1,17.4,60.5,31.3,82.3,6.65,Morning,Rain,4,164.64
6508,E-Scooter,2.76,9.79,20.63,65.0,10.3,37.2,97.5,68.6,0.08,Night,Cloudy,2,162.14
6509,E-Scooter,8.29,24.64,18.9,1.3,19.1,42.3,42.5,63.0,0.43,Morning,Clear,1,192.3
6510,E-Bike,3.3,14.67,14.78,1.6,26.0,65.6,85.1,65.4,1.36,Night,Cloudy,2,94.9
6511,E-Scooter,1.38,12.47,15.79,5.7,36.7,58.3,63.4,65.6,4.96,Night,Cloudy,2,120.23
6512,E-Bike,2.43,18.51,8.83,92.0,20.4,48.4,30.0,57.4,0.71,Evening,Windy,1,149.75
6513,E-Scooter,5.95,26.55,15.13,40.8,26.2,50.3,88.4,58.6,4.17,Night,Clear,1,177.88
6514,E-Bike,1.18,15.33,15.43,1.2,8.6,38.2,58.2,74.8,7.64,Afternoon,Clear,2,79.6
6515,E-Scooter,5.94,27.04,21.21,9.2,14.0,47.3,65.9,71.2,7.65,Morning,Clear,1,154.27
6516,E-Bike,13.56,58.79,17.11,22.7,32.5,56.2,49.9,81.1,9.75,Afternoon,Clear,6,279.82
6517,E-Bike,0.6,6.6,17.27,8.4,38.1,53.1,68.9,65.6,3.77,Afternoon,Clear,2,72.62
6518,E-Scooter,6.75,30.57,15.97,19.3,21.5,46.4,38.2,72.9,4.84,Morning,Clear,2,167.11
6519,E-Scooter,9.07,40.0,16.05,3.1,20.2,50.9,54.1,64.8,3.45,Morning,Clear,2,197.26
6520,E-Bike,10.77,71.29,11.58,20.5,24.1,44.8,70.0,59.5,8.4,Evening,Clear,2,176.48
6521,E-Scooter,1.95,15.91,16.15,2.0,4.3,45.4,21.9,73.1,7.45,Evening,Windy,4,115.47
6522,E-Bike,2.41,16.26,14.68,32.8,20.5,55.6,52.3,43.8,8.57,Morning,Clear,2,123.05
6523,E-Bike,6.06,29.09,18.45,52.6,32.1,39.0,48.1,87.3,6.92,Afternoon,Rain,4,193.04
6524,E-Bike,8.56,52.21,13.07,34.9,25.8,36.6,39.4,86.7,7.29,Morning,Rain,3,227.79
6525,E-Scooter,4.25,20.68,17.78,0.3,27.3,47.0,90.1,78.4,3.91,Afternoon,Clear,1,123.54
6526,E-Scooter,2.81,18.64,16.91,36.6,20.7,25.5,94.5,78.6,6.72,Afternoon,Clear,3,139.22
6527,E-Bike,1.3,6.9,9.79,1.0,6.5,45.2,59.3,61.3,1.18,Evening,Clear,3,67.64
6528,E-Scooter,4.07,16.35,15.11,21.8,13.5,62.0,97.8,72.0,0.41,Evening,Clear,3,124.22
6529,E-Scooter,1.28,9.79,21.32,21.6,19.4,31.5,28.1,69.1,4.36,Evening,Rain,0,119.47
6530,E-Bike,4.93,25.51,13.91,7.8,18.1,41.7,75.5,94.9,2.43,Morning,Cloudy,3,119.14
6531,E-Bike,3.08,19.48,14.79,2.2,14.8,70.8,46.2,85.1,5.83,Night,Clear,1,92.91
6532,E-Scooter,6.65,21.61,26.65,19.0,24.4,22.5,42.7,51.7,5.08,Afternoon,Rain,3,208.41
6533,E-Scooter,2.57,19.72,18.45,0.9,21.7,26.7,21.8,74.0,9.36,Evening,Cloudy,0,79.81
6534,E-Scooter,4.9,20.0,17.31,28.4,25.6,57.1,26.2,58.8,1.48,Morning,Rain,2,156.87
6535,E-Scooter,3.84,18.42,14.2,18.5,42.0,56.7,61.5,61.5,4.34,Night,Clear,1,147.69
6536,E-Bike,0.77,7.82,10.09,25.1,33.3,59.8,58.0,49.6,0.48,Morning,Clear,1,67.63
6537,E-Bike,1.55,5.11,12.58,3.2,23.7,52.7,59.7,69.1,0.19,Evening,Clear,3,73.89
6538,E-Scooter,0.3,10.14,15.88,0.6,9.9,20.0,83.1,73.3,7.28,Afternoon,Rain,3,88.16
6539,E-Bike,2.3,11.9,11.15,17.7,32.5,65.5,68.5,66.7,1.83,Morning,Clear,2,110.19
6540,E-Bike,6.47,18.6,20.17,53.6,34.1,71.2,70.4,69.3,0.1,Morning,Clear,1,180.03
6541,E-Scooter,6.95,31.91,17.87,11.3,24.4,45.7,80.0,61.0,8.5,Evening,Clear,0,186.17
6542,E-Scooter,2.13,13.79,17.38,27.9,22.0,52.5,63.3,62.9,2.52,Afternoon,Clear,1,115.1
6543,E-Scooter,3.77,18.4,17.39,1.8,29.4,47.8,90.8,58.7,2.66,Evening,Rain,3,137.42
6544,E-Scooter,2.32,16.14,23.76,1.9,35.3,52.7,57.7,68.2,7.09,Evening,Clear,2,139.57
6545,E-Scooter,5.32,16.66,23.72,0.8,9.0,51.4,69.0,70.8,1.78,Afternoon,Clear,1,132.97
6546,E-Bike,4.46,28.71,12.35,30.0,39.2,55.7,34.3,65.1,2.86,Afternoon,Clear,2,147.41
6547,E-Scooter,7.09,34.49,13.11,53.7,30.6,37.9,28.4,61.8,5.06,Morning,Cloudy,2,186.23
6548,E-Scooter,4.71,15.72,16.84,22.4,18.0,38.4,48.7,83.8,0.32,Evening,Clear,1,160.57
6549,E-Bike,3.02,13.88,15.54,28.8,26.0,62.2,82.4,67.2,3.82,Afternoon,Clear,4,121.88
6550,E-Bike,3.88,17.02,13.46,28.5,16.7,47.6,89.6,48.7,1.47,Morning,Cloudy,2,142.06
6551,E-Scooter,4.65,19.13,16.53,11.7,31.0,68.6,67.9,82.1,3.46,Night,Clear,2,152.11
6552,E-Bike,1.15,4.36,17.52,0.4,22.1,42.9,65.7,73.4,1.08,Morning,Clear,1,59.78
6553,E-Scooter,4.48,21.83,15.96,19.4,29.2,69.4,89.9,75.3,4.29,Morning,Clear,4,135.8
6554,E-Bike,7.43,47.91,12.78,36.6,19.8,47.8,73.0,64.9,8.79,Evening,Clear,2,186.84
6555,E-Scooter,2.35,15.23,26.61,71.0,30.6,57.6,49.9,67.3,7.41,Afternoon,Clear,1,177.12
6556,E-Bike,6.14,23.7,15.62,7.1,15.5,49.3,72.7,76.9,1.84,Night,Clear,2,142.39
6557,E-Bike,2.57,23.1,15.5,19.0,18.0,49.5,53.8,68.9,8.91,Night,Rain,1,130.81
6558,E-Bike,0.59,12.33,12.01,31.1,22.2,37.9,80.7,97.0,6.73,Afternoon,Clear,1,117.03
6559,E-Scooter,2.65,17.98,14.48,7.6,28.5,56.9,87.1,97.9,5.87,Evening,Rain,4,131.32
6560,E-Scooter,2.21,13.31,21.49,25.9,12.1,54.0,31.3,73.2,6.04,Night,Cloudy,2,162.43
6561,E-Scooter,8.93,40.25,14.33,24.7,32.1,54.3,62.7,51.9,3.45,Afternoon,Clear,1,221.08
6562,E-Scooter,8.37,58.45,10.04,20.4,15.7,52.4,55.5,57.8,7.14,Evening,Rain,2,209.95
6563,E-Scooter,4.82,14.68,19.32,5.4,20.0,44.2,49.1,67.0,0.88,Morning,Clear,1,155.46
6564,E-Bike,7.01,36.97,13.94,17.6,10.2,47.4,40.1,93.9,6.61,Night,Clear,1,165.87
6565,E-Scooter,3.54,24.62,12.32,36.8,19.4,73.8,60.1,68.5,3.99,Evening,Clear,2,134.46
6566,E-Bike,0.83,9.64,14.83,4.3,20.4,60.3,71.6,66.4,5.92,Night,Windy,1,68.64
6567,E-Scooter,4.34,18.13,17.83,43.0,17.4,20.0,92.6,61.0,1.08,Afternoon,Clear,2,173.28
6568,E-Scooter,15.0,49.72,18.22,19.6,26.4,65.2,28.7,78.2,0.26,Evening,Clear,3,317.24
6569,E-Bike,5.36,37.4,8.57,51.8,26.4,51.3,65.7,76.9,1.1,Afternoon,Clear,5,179.09
6570,E-Scooter,0.7,16.33,5.0,18.9,22.8,37.5,74.0,45.3,9.02,Afternoon,Windy,1,87.1
6571,E-Bike,4.39,28.21,16.06,3.4,34.3,66.4,69.0,72.3,9.64,Evening,Clear,3,156.6
6572,E-Scooter,4.51,31.42,13.63,19.8,31.4,73.1,40.3,79.4,9.58,Evening,Clear,3,175.14
6573,E-Bike,7.09,31.08,15.04,2.8,29.8,69.3,77.5,77.0,1.87,Morning,Clear,4,148.5
6574,E-Bike,1.5,5.54,20.55,7.4,23.9,74.1,30.2,80.6,1.22,Morning,Clear,4,73.93
6575,E-Scooter,4.51,34.67,10.4,2.0,16.6,49.6,31.5,70.9,3.32,Evening,Cloudy,0,108.69
6576,E-Scooter,1.49,6.22,21.08,24.3,27.1,62.8,64.1,67.2,1.39,Morning,Clear,3,96.02
6577,E-Scooter,3.23,10.11,20.26,62.6,27.6,34.8,60.9,78.3,1.98,Afternoon,Rain,0,195.13
6578,E-Bike,6.66,31.48,13.46,0.5,16.1,52.4,39.3,61.6,3.22,Evening,Clear,4,114.9
6579,E-Scooter,3.13,22.31,14.7,39.8,38.2,45.2,53.1,54.9,6.93,Morning,Clear,3,165.82
6580,E-Bike,1.22,20.51,9.43,1.8,14.0,48.5,82.9,58.6,8.58,Afternoon,Clear,2,121.23
6581,E-Scooter,9.06,19.28,26.64,21.5,22.9,79.0,22.4,101.0,0.83,Night,Clear,2,211.85
6582,E-Bike,7.98,27.69,21.77,14.8,10.6,70.4,51.1,61.9,3.37,Evening,Clear,1,163.3
6583,E-Scooter,10.63,40.55,17.01,0.7,16.1,61.8,42.4,77.1,1.64,Afternoon,Cloudy,2,219.53
6584,E-Scooter,3.13,18.91,15.77,7.2,32.7,81.0,24.1,77.6,3.41,Evening,Clear,1,112.6
6585,E-Scooter,3.68,29.14,11.95,4.5,37.0,68.6,38.1,69.8,7.68,Night,Rain,2,165.69
6586,E-Scooter,3.44,15.44,23.33,16.2,23.0,64.8,45.8,71.1,7.0,Morning,Cloudy,1,140.39
6587,E-Scooter,3.14,19.46,18.48,20.9,16.6,57.9,75.4,40.6,6.39,Evening,Cloudy,2,136.24
6588,E-Scooter,6.42,27.41,17.12,13.3,22.7,38.3,59.2,68.5,3.32,Morning,Rain,1,177.07
6589,E-Scooter,8.56,23.1,23.43,13.2,25.4,47.6,24.3,82.5,0.71,Morning,Cloudy,1,209.34
6590,E-Scooter,0.47,7.07,14.25,55.6,23.7,43.6,55.3,52.5,3.45,Afternoon,Rain,2,80.88
6591,E-Scooter,5.03,47.64,8.17,5.5,23.2,43.5,49.5,64.1,9.76,Evening,Cloudy,4,163.06
6592,E-Scooter,1.55,10.33,22.19,9.2,15.3,56.2,99.1,77.9,6.07,Evening,Clear,1,79.71
6593,E-Scooter,5.75,25.06,21.2,59.9,22.2,59.0,93.8,59.4,7.17,Afternoon,Clear,2,204.67
6594,E-Scooter,8.82,39.72,14.69,5.2,24.6,59.9,40.8,80.6,0.64,Evening,Rain,1,204.69
6595,E-Scooter,7.18,30.48,15.82,0.1,20.5,60.1,36.7,55.7,2.18,Evening,Clear,1,163.29
6596,E-Scooter,2.55,19.22,12.49,37.3,23.6,,23.8,58.1,6.54,Morning,Rain,0,120.92
6597,E-Scooter,4.68,18.86,20.34,25.1,24.9,61.0,70.8,79.0,4.41,Morning,Windy,4,163.11
6598,E-Scooter,3.0,15.39,18.6,30.1,17.1,59.3,85.4,65.5,3.86,Night,Clear,4,104.12
6599,E-Bike,8.01,40.93,16.19,4.2,30.3,53.0,97.4,42.7,9.61,Morning,Clear,1,173.47
6600,E-Scooter,6.08,26.56,19.42,32.6,37.2,50.4,81.8,71.4,6.17,Afternoon,Cloudy,3,221.96
6601,E-Bike,7.3,49.53,10.89,99.3,9.7,67.5,28.9,99.0,7.46,Evening,Clear,3,249.57
6602,E-Scooter,2.1,14.62,21.7,44.4,9.5,70.2,26.1,47.2,7.65,Evening,Clear,3,128.3
6603,E-Scooter,5.34,14.19,23.59,37.9,25.5,48.8,46.0,66.3,1.23,Morning,Rain,3,212.44
6604,E-Scooter,13.36,50.3,19.83,0.1,17.5,65.3,30.1,67.6,9.81,Afternoon,Cloudy,4,293.22
6605,E-Bike,1.05,3.77,12.95,1.8,20.5,63.4,23.4,78.9,4.79,Afternoon,Cloudy,2,72.8
6606,E-Scooter,1.77,9.94,15.6,2.1,30.4,72.7,49.4,70.2,3.28,Morning,Clear,4,83.14
6607,E-Scooter,11.15,39.76,20.86,29.0,23.7,20.0,44.0,70.6,4.0,Afternoon,Clear,2,257.32
6608,E-Bike,1.2,14.65,5.74,89.6,17.4,61.9,39.0,59.7,0.4,Afternoon,Cloudy,3,132.01
6609,E-Bike,1.29,15.12,10.11,3.7,6.4,67.8,55.8,83.1,6.8,Morning,Clear,2,73.38
6610,E-Scooter,4.01,21.54,15.93,58.2,11.2,60.2,84.4,73.2,3.97,Afternoon,Cloudy,0,190.88
6611,E-Scooter,4.01,13.21,18.39,34.7,10.4,30.8,37.7,71.9,0.44,Afternoon,Windy,0,150.04
6612,E-Scooter,2.16,21.56,20.49,3.0,36.9,73.0,80.6,67.7,9.82,Afternoon,Clear,4,124.98
6613,E-Scooter,5.42,21.73,15.67,19.0,17.4,63.4,70.6,43.3,2.61,Evening,Clear,2,140.27
6614,E-Scooter,2.2,8.51,21.49,6.0,16.5,37.4,68.0,66.3,4.59,Morning,Clear,2,117.63
6615,E-Bike,4.26,21.21,17.94,18.1,25.4,62.4,40.4,67.6,3.06,Morning,Cloudy,1,119.98
6616,E-Scooter,6.14,21.07,18.19,1.8,23.9,71.6,40.9,80.9,1.73,Evening,Clear,1,164.01
6617,E-Scooter,8.09,38.35,20.44,9.1,42.0,60.8,71.1,79.0,9.78,Morning,Clear,0,203.62
6618,E-Scooter,1.51,4.89,24.01,54.1,19.1,65.1,95.5,69.6,1.63,Afternoon,Rain,3,148.04
6619,E-Scooter,0.32,13.27,18.03,8.5,10.1,51.9,95.2,73.9,9.2,Morning,Rain,2,65.08
6620,E-Scooter,2.93,18.45,20.06,6.7,9.4,52.8,70.6,66.6,9.68,Afternoon,Cloudy,2,173.51
6621,E-Bike,1.71,13.63,11.34,17.3,24.8,59.5,29.8,64.0,6.92,Morning,Clear,0,72.55
6622,E-Bike,3.34,22.97,11.55,67.6,17.5,63.2,91.9,67.8,6.41,Morning,Cloudy,3,170.99
6623,E-Bike,2.61,19.37,14.45,2.6,27.3,20.0,80.4,56.5,8.41,Evening,Clear,2,118.16
6624,E-Scooter,5.42,31.0,16.94,9.1,35.0,33.8,72.2,67.7,9.71,Night,Cloudy,2,169.09
6625,E-Bike,2.01,15.84,16.05,59.6,27.2,48.7,25.9,63.0,5.51,Evening,Clear,0,133.12
6626,E-Scooter,7.47,40.7,13.15,4.9,21.4,48.6,85.6,95.5,6.55,Night,Clear,1,207.17
6627,E-Scooter,2.39,21.31,22.15,4.9,15.1,53.2,97.3,61.4,9.47,Evening,Clear,1,119.43
6628,E-Scooter,3.1,16.61,25.43,26.9,9.5,47.8,92.3,90.8,6.81,Evening,Clear,2,172.6
6629,E-Scooter,5.01,24.42,16.91,6.5,22.5,73.3,25.3,81.8,2.36,Morning,Clear,1,122.57
6630,E-Scooter,1.8,13.36,13.28,68.2,34.8,50.5,52.0,79.6,3.33,Morning,Cloudy,2,156.25
6631,E-Scooter,3.18,15.18,23.12,63.8,2.0,55.5,26.0,93.2,8.06,Night,Clear,2,197.23
6632,E-Scooter,0.5,7.65,19.47,10.1,22.8,49.1,55.2,58.5,7.04,Morning,Clear,5,115.4
6633,E-Scooter,1.74,8.92,11.0,78.3,10.3,47.0,73.0,89.2,1.53,Afternoon,Cloudy,2,147.58
6634,E-Bike,3.96,26.73,12.4,10.1,13.4,61.7,32.6,55.9,6.99,Morning,Rain,2,149.39
6635,E-Scooter,1.46,5.29,20.1,41.2,8.3,54.2,27.1,63.6,2.22,Night,Cloudy,3,119.72
6636,E-Scooter,5.77,27.51,20.2,87.5,14.7,70.5,32.5,81.8,9.56,Afternoon,Clear,2,248.79
6637,E-Scooter,2.83,16.57,16.3,4.8,29.2,33.3,96.4,73.5,5.18,Evening,Rain,1,121.63
6638,E-Scooter,2.59,15.12,18.84,19.8,29.8,32.7,29.3,91.4,6.47,Morning,Clear,1,153.33
6639,E-Bike,0.47,8.38,13.45,16.6,10.4,49.1,24.2,61.0,6.78,Evening,Rain,1,95.12
6640,E-Scooter,0.3,6.84,13.74,9.2,10.7,58.9,58.6,87.3,4.89,Morning,Cloudy,0,94.48
6641,E-Bike,2.77,23.52,9.76,13.2,31.9,61.0,26.8,81.3,3.1,Afternoon,Rain,2,111.18
6642,E-Scooter,7.91,43.77,14.78,23.0,16.3,44.1,20.2,55.4,8.67,Morning,Clear,0,198.36
6643,E-Scooter,1.5,13.75,17.4,21.5,19.0,67.6,46.4,82.6,5.74,Afternoon,Windy,0,120.27
6644,E-Bike,3.12,23.09,14.27,3.5,17.5,53.1,33.2,58.1,9.44,Afternoon,Clear,1,100.61
6645,E-Scooter,4.66,22.55,15.39,18.5,18.5,38.1,58.8,67.7,2.42,Afternoon,Clear,0,148.07
6646,E-Scooter,2.98,10.4,22.63,33.8,30.8,38.8,85.2,46.8,1.88,Afternoon,Clear,2,142.3
6647,E-Bike,5.49,28.76,14.65,1.1,16.3,56.8,34.5,74.0,7.88,Evening,Clear,1,143.03
6648,E-Scooter,4.07,20.71,15.64,0.9,26.4,73.0,38.0,75.6,4.52,Evening,Cloudy,0,102.17
6649,E-Scooter,0.33,2.0,27.11,13.3,22.1,61.3,87.1,71.8,1.12,Morning,Clear,3,70.53
6650,E-Scooter,5.27,23.82,20.32,12.0,20.8,58.0,36.8,50.5,7.23,Evening,Cloudy,0,128.97
6651,E-Bike,1.17,12.77,18.56,57.5,33.7,38.5,69.3,61.3,9.12,Evening,Windy,1,160.63
6652,E-Scooter,5.57,22.28,14.34,6.7,42.0,40.1,67.6,64.3,0.44,Evening,Clear,1,164.77
6653,E-Scooter,3.01,13.52,20.99,42.4,25.6,89.6,74.7,76.6,4.57,Evening,Rain,0,162.94
6654,E-Scooter,1.68,10.56,13.19,2.2,23.1,64.8,43.9,63.8,5.29,Afternoon,Clear,0,73.21
6655,E-Bike,4.07,27.1,13.94,6.1,29.0,55.9,81.1,67.0,7.2,Morning,Cloudy,0,107.05
6656,E-Bike,5.79,25.67,14.13,1.2,21.7,56.4,67.1,55.3,0.62,Night,Clear,1,96.5
6657,E-Bike,5.76,26.19,13.94,42.2,24.9,20.8,69.0,72.9,2.63,Morning,Rain,4,173.12
6658,E-Bike,2.99,11.16,13.36,14.5,20.8,60.1,87.1,59.4,0.37,Morning,Windy,2,90.61
6659,E-Scooter,2.13,14.62,21.56,14.0,24.1,56.1,25.4,56.4,6.86,Afternoon,Cloudy,3,111.5
6660,E-Bike,8.0,36.4,15.4,15.0,17.6,64.0,96.0,67.1,3.63,Afternoon,Clear,4,168.02
6661,E-Scooter,1.47,6.94,12.5,2.0,21.3,61.2,86.7,84.0,0.65,Morning,Clear,3,59.69
6662,E-Scooter,4.1,17.89,16.84,63.1,28.6,62.5,84.2,70.4,0.26,Afternoon,Clear,2,192.77
6663,E-Scooter,1.25,9.52,18.2,21.3,22.2,52.3,64.4,63.1,5.85,Morning,Clear,2,84.5
6664,E-Scooter,1.09,14.82,15.58,9.6,24.7,61.2,67.6,74.7,8.85,Afternoon,Clear,1,98.71
6665,E-Scooter,6.35,24.21,30.39,30.1,42.0,54.2,68.0,83.0,9.47,Morning,Windy,3,250.5
6666,E-Scooter,7.85,38.9,16.0,77.5,18.9,72.7,24.8,77.1,8.2,Morning,Cloudy,1,251.48
6667,E-Scooter,1.8,9.46,13.12,17.7,34.0,57.9,71.1,67.9,2.22,Afternoon,Rain,2,86.82
6668,E-Bike,2.77,12.01,11.09,10.5,28.9,47.9,41.3,80.4,1.88,Evening,Cloudy,2,97.51
6669,E-Scooter,4.97,19.52,17.81,42.9,21.0,42.1,84.8,66.3,4.78,Evening,Rain,1,178.49
6670,E-Scooter,10.15,29.49,23.58,52.3,20.2,53.6,82.7,69.6,2.93,Evening,Clear,0,245.62
6671,E-Scooter,1.62,8.49,18.72,3.8,20.6,32.7,23.0,53.4,0.48,Night,Cloudy,1,73.47
6672,E-Scooter,2.47,13.58,12.52,45.1,11.1,46.4,34.1,60.8,2.32,Night,Rain,1,139.99
6673,E-Scooter,6.85,37.86,14.88,43.1,27.2,47.9,27.1,78.3,8.9,Evening,Cloudy,2,208.38
6674,E-Scooter,6.99,28.4,24.6,27.2,14.0,64.6,98.4,77.1,9.13,Afternoon,Windy,2,249.33
6675,E-Scooter,2.12,20.12,17.87,25.0,14.0,46.2,49.5,92.0,8.65,Morning,Clear,2,128.03
6676,E-Scooter,9.02,59.91,8.97,36.1,29.7,44.0,53.1,88.8,0.3,Evening,Clear,0,232.77
6677,E-Bike,3.96,28.94,13.54,6.7,21.6,47.6,76.8,68.2,8.98,Night,Clear,6,106.85
6678,E-Bike,9.88,54.33,11.97,25.3,21.3,61.0,67.7,63.9,3.47,Afternoon,Rain,1,206.13
6679,E-Scooter,0.98,18.45,10.77,24.3,24.4,51.6,54.8,79.0,9.62,Morning,Cloudy,3,90.26
6680,E-Bike,4.0,26.12,10.95,84.5,40.8,67.5,57.4,69.3,2.22,Night,Clear,5,191.36
6681,E-Scooter,12.55,59.81,15.25,42.7,15.4,62.5,86.1,74.9,8.61,Evening,Clear,0,294.88
6682,E-Scooter,6.53,34.65,13.74,0.3,24.9,80.4,79.5,79.6,3.6,Night,Clear,1,159.91
6683,E-Scooter,1.36,17.94,16.9,7.4,26.7,39.5,58.6,78.9,8.24,Afternoon,Cloudy,1,99.28
6684,E-Scooter,2.77,7.07,21.14,97.6,6.5,66.3,81.5,83.9,0.21,Evening,Clear,3,180.5
6685,E-Bike,2.9,16.71,17.68,22.8,29.8,64.7,44.2,65.1,5.34,Night,Clear,6,126.67
6686,E-Scooter,4.77,21.79,15.58,42.9,7.9,47.8,89.0,67.3,0.22,Afternoon,Clear,0,167.17
6687,E-Bike,4.67,25.42,12.62,3.6,18.8,,31.4,72.3,2.12,Afternoon,Clear,3,112.46
6688,E-Bike,4.48,21.0,14.68,21.6,25.4,45.7,53.7,63.8,3.27,Evening,Windy,2,114.06
6689,E-Bike,5.03,39.43,8.34,24.2,19.2,73.7,69.4,68.4,1.16,Morning,Clear,2,90.21
6690,E-Bike,0.82,5.99,15.63,9.5,21.9,51.5,81.3,71.4,0.41,Evening,Cloudy,0,61.3
6691,E-Bike,1.98,15.03,16.05,58.5,28.1,53.9,71.2,76.7,5.44,Afternoon,Rain,1,190.12
6692,E-Scooter,2.03,13.22,23.47,16.1,34.8,69.1,48.5,87.6,6.83,Morning,Rain,3,133.19
6693,E-Bike,4.64,27.96,10.37,12.5,26.6,35.7,36.8,70.3,3.14,Afternoon,Clear,0,99.43
6694,E-Scooter,3.1,23.37,19.81,170.7,22.7,36.5,85.5,75.9,9.09,Morning,Cloudy,0,264.39
6695,E-Scooter,2.27,12.61,17.92,19.7,23.9,66.0,21.9,84.8,5.4,Afternoon,Clear,0,123.89
6696,E-Bike,2.45,12.69,15.61,43.4,31.4,31.8,60.1,63.8,1.83,Evening,Clear,0,101.94
6697,E-Bike,7.88,45.97,14.2,6.0,24.9,37.5,20.3,70.2,9.56,Afternoon,Clear,2,144.47
6698,E-Scooter,2.98,16.07,14.64,0.5,15.6,69.3,83.6,66.9,3.32,Afternoon,Cloudy,2,95.06
6699,E-Bike,3.02,17.02,16.69,10.6,14.7,49.3,31.9,57.4,5.34,Afternoon,Clear,3,92.73
6700,E-Bike,4.31,27.28,10.43,8.7,29.5,71.5,24.7,57.3,4.28,Morning,Clear,1,120.6
6701,E-Scooter,1.62,9.9,21.4,34.4,16.7,,89.1,94.5,2.8,Evening,Clear,0,108.86
